ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
1mlnlks.com	643	147740	737358	25351	74741	47477	149512	236322.6362	180218.5902	6	17
1nep.ru	643	57647	54072	41197	27568	44451	30347	31328.54335	61737.0656	5	17
1nep.ru	643	44164	46072	31673	22377	34304	24700	31014.51133	64454.83455	6	17
1news.zp.ua	643	701	1535	360	933	460	1039	1508.572508	0	6	17
1obraz.ru	643	21907	802813	3741	70041	4410	100869	56590.85036	20375.68705	4	17
1obraz.ru	643	16524	653116	3321	63030	3871	92390	54243.79034	13407.82322	5	17
1obraz.ru	643	25892	778291	6582	77836	7315	110533	79767.53873	28184.07799	6	17
1or.am	643	41555	14579	19479	6139	24267	8060	5102.775446	70301.81523	4	17
1or.am	643	28225	8556	15786	4266	19207	5356	2929.841891	57500.04461	5	17
1or.am	643	59114	13724	35547	7704	43810	9642	5198.633151	165649.5025	6	17
1otruda.ru	643	11654	600687	2845	58836	3243	82262	28730.70172	2887.293019	4	17
1otruda.ru	643	9876	564751	2794	57554	3132	82588	30166.21031	28216.58571	5	17
1otruda.ru	643	10646	617712	2559	61817	2877	88067	35033.45257	20036.60428	6	17
1passforallsites.com	643	3763	9293	1245	2938	1285	3092	6896.730997	14447.46204	5	17
1passforallsites.com	643	3165	7426	1159	2593	1204	2685	8022.687717	8060.155074	6	17
1pgb.ru	643	15703	1204821	5431	85799	6293	160382	64102.22713	16667.12707	4	17
1photo.tv	643	3974	28700	1299	4675	2162	14394	8979.256214	7523.983728	4	17
1plus1.ua	643	75821	102951	36200	44448	38972	49250	59922.30298	121770.7771	5	17
1plus1.ua	643	40833	54128	20161	26194	21537	28777	45975.63154	112492.5772	6	17
1pomebeli.ru	643	5962	8662	4864	7097	5127	7424	10018.6859	34191.41091	5	17
1pomebeli.ru	643	6563	8362	5280	6981	5587	7250	9649.570615	11006.48252	6	17
1pp1.ru	643	27579	63407	4235	7598	4846	8937	10122.65517	26928.31439	4	17
1pp1.ru	643	30421	63283	4431	7670	5085	8925	10446.46834	7367.917286	5	17
1pp1.ru	643	37380	67651	5908	7941	6809	9278	11995.56584	10374.70716	6	17
1ps.ru	643	15550	148333	7441	42213	9094	59365	155933.8046	58539.14009	5	17
1ps.ru	643	25173	217788	12096	68585	15035	93380	199991.8936	42819.36587	6	17
1rnd.ru	643	73255	150337	40026	68232	49356	79499	66016.3154	48937.72378	4	17
1rnd.ru	643	86031	147662	40077	67472	50269	78292	53616.36752	66807.23213	5	17
1rnd.ru	643	62432	121273	34943	54648	41318	63332	51518.64415	38490.83207	6	17
1sg.ru	643	4668	21132	3366	9476	3596	10294	13354.09869	32904.8677	4	17
1smartphone.ru	643	1220	3610	877	2352	926	2444	2447.713118	13346.42108	5	17
1smartphone.ru	643	1439	3554	1078	2335	1136	2417	2938.68912	17271.95428	6	17
1stformations.co.uk	643	104	571	47	207	55	221	84.1647747	3435.631692	4	17
1stvc.net	643	4865	4905	1479	1553	1557	1579	3201.537876	8152.65066	4	17
1tir.ru	643	17503	19486	5784	5748	6589	6233	10561.10057	10822.7208	4	17
1tir.ru	643	16140	18406	5259	5381	5992	5994	12380.27403	1622.193103	5	17
1tir.ru	643	12389	14959	4361	4509	4856	5004	10355.12197	37012.5944	6	17
1umd.ru	643	3031	199308	848	21677	958	30827	14500.44233	1081.982524	4	17
1umd.ru	643	2959	184510	733	20289	835	29133	12262.29341	4488.79309	5	17
1umd.ru	643	4080	230225	1317	26585	1504	36983	17148.05762	10666.8111	6	17
1wum.ru	643	20396	8303	16607	6227	17280	6501	8029.452224	55531.23995	4	17
1wum.ru	643	22547	8408	18449	6396	19279	6717	8917.64672	44479.92016	5	17
1wum.ru	643	23983	7639	19736	6080	20537	6288	7922.532294	48570.46183	6	17
1xbet.kz	643	823	4131	273	1904	325	2025	11611.90911	12691.33833	5	17
1xbet.kz	643	737	2456	377	1167	405	1245	8960.718702	4005.139778	6	17
2-berega.ru	643	1111092	1255030	177192	158113	220304	192925	243791.047	209327.0953	4	17
2-berega.ru	643	1170342	1236435	187034	158465	232014	192623	250430.6296	229042.1889	5	17
2-berega.ru	643	1246660	1241445	203830	164976	253770	200930	275683.8513	266100.9698	6	17
20.ua	643	1453	823	613	478	682	526	741.7261761	16025.3497	6	17
2000.ua	643	29899	65853	15078	25577	16858	29346	33869.89725	30363.01738	4	17
2000.ua	643	32579	71823	15772	26574	17478	30395	40180.86167	26720.67051	5	17
2000.ua	643	30316	60613	14476	23558	16383	27138	36805.0129	13472.71472	6	17
2045.ru	643	2490	7295	1330	3055	1524	3645	7969.758706	19670.94238	4	17
2045.ru	643	2232	6100	1143	2587	1348	3194	8315.299029	5968.197816	5	17
2045.ru	643	2200	5192	1034	2329	1221	2816	8607.784558	2841.349557	6	17
20minut.ua	643	7632	105943	4002	101331	4567	102150	8078.92428	14576.29239	4	17
20minut.ua	643	9825	46882	6130	43162	6723	43602	8679.754079	11073.15302	5	17
20minut.ua	643	14001	37409	7954	32521	8773	32866	8052.600697	36359.53124	6	17
21.by	643	8565	25122	5653	15172	6093	16410	21519.03062	23401.59073	4	17
21.by	643	9369	23116	6164	14742	6631	15762	20705.0373	10765.13407	5	17
21.by	643	8917	22870	6070	15091	6460	16072	19405.63847	34274.97083	6	17
2130887.ru	643	1108	29601	421	8216	488	8610	1333.959786	1727.645134	4	17
2147717.ru	643	5613	10144	2109	2611	2352	3075	2567.962708	7965.586515	6	17
21stcenturywire.com	643	511	1027	334	682	424	799	1011.884661	0	4	17
21stcenturywire.com	643	267	541	148	385	199	423	470.1334502	0	5	17
21vek.by	643	43403	28031	8811	11314	10149	12342	16858.26339	19963.73551	4	17
21vek.by	643	50713	30742	9736	11151	11282	12052	16801.00691	28453.74831	5	17
21vek.by	643	49053	42397	9702	12205	11031	13449	18413.50518	27085.61737	6	17
21vek.ru	643	34717	51635	12684	22051	15059	25556	33578.29922	24974.50294	4	17
21vek.ru	643	62928	99004	23587	42754	28421	50745	74673.17422	35937.01994	5	17
21vek.ru	643	53218	83587	19520	33812	23656	39737	61663.07914	30510.94032	6	17
22-10.ru	643	29642	33669	7748	8478	8630	10360	15204.12191	15576.86987	5	17
22-10.ru	643	48018	40580	9861	9393	11505	11559	15812.75254	9540.987887	6	17
220-volt.ru	643	6085021	1.28E+07	1322939	2582353	1481923	3029514	4477710.886	2108554.489	4	17
220-volt.ru	643	6673201	1.09E+07	1490619	2513370	1646763	3171369	4881261.642	2192452.866	5	17
220-volt.ru	643	6263827	6891887	1433194	1655335	1580585	2085866	4820515.411	2469296.955	6	17
220.lv	643	11651	14738	4641	5559	4918	5908	7221.477402	7192.792498	4	17
220.lv	643	10011	13476	3874	5259	4136	5540	7501.138687	12423.74534	5	17
220.lv	643	11326	11452	2879	3678	3144	3929	5345.749859	8077.161054	6	17
220.ro	643	368	1925	232	583	242	660	1210.702072	5098.210126	4	17
220.ro	643	325	1305	229	536	238	604	965.5502381	3937.648668	5	17
220.ro	643	269	1224	189	520	194	569	953.2865876	411.3118407	6	17
2220444.ru	643	27115	25211	10905	8550	11941	9349	6635.12886	12259.68502	4	17
2220444.ru	643	52281	32460	20098	10308	21615	11525	9108.451668	13102.64577	5	17
2220444.ru	643	41096	27462	16664	9102	18021	9986	8726.69817	37439.34787	6	17
2244444.ru	643	23233	15481	5444	3287	6459	3768	4389.238069	29342.65955	5	17
2244444.ru	643	21793	15492	4854	3133	5677	3517	4611.214703	10810.34591	6	17
22century.ru	643	33441	48606	21661	24089	24022	28535	64552.45921	28171.52728	4	17
22century.ru	643	20503	37145	12789	17706	14404	21161	76299.30217	39030.50343	5	17
22century.ru	643	35368	50040	21835	25390	24285	29864	96275.52734	31381.99052	6	17
23c.kh.ua	643	1339	1698	588	671	631	693	1353.248982	2013.285687	4	17
23c.kh.ua	643	2509	3676	961	1287	1044	1349	2043.612403	3417.629843	5	17
23c.kh.ua	643	3087	3164	1196	1245	1289	1294	1908.677918	7579.063772	6	17
23kvartiri.ru	643	44549	72961	15546	21495	18548	25352	22310.99662	26034.1516	4	17
23kvartiri.ru	643	45952	73783	16996	22384	19995	26358	25071.89264	21127.78081	5	17
23kvartiri.ru	643	47841	72596	17840	22043	20975	25919	25535.41916	37489.31331	6	17
247sports.com	643	7089	3923	2416	3622	2416	3773	5475.783971	7219.472778	4	17
247wallst.com	643	195	2092	88	862	105	1090	957.5682808	3975.113372	4	17
247wallst.com	643	147	2022	63	921	74	1148	1816.377581	0	5	17
24chasa.bg	643	11578	15890	1262	3234	2218	4469	4664.247964	16622.67389	4	17
24h.com.vn	643	915911	68732	85817	17085	166320	20124	7858.119788	7080.914089	4	17
24h.com.vn	643	635694	148357	76246	18238	139650	26730	5928.864032	63288.39487	5	17
24h.com.vn	643	629445	160654	80332	15190	150869	33925	6740.026412	28433.80123	6	17
24horas.cl	643	1023	2617	656	984	656	1025	1065.824964	0	4	17
24mx.de	643	110	253	34	81	36	84	320.7756938	5659.93384	6	17
24option.com	643	134192	883254	42634	89729	56885	180762	71593.70656	46539.1576	4	17
24option.com	643	103583	481381	45350	86341	60775	160595	68903.20194	83737.3681	5	17
24option.com	643	111007	496726	38975	100988	50901	172359	65465.44987	55866.95094	6	17
24reshenie.ru	643	8539	19165	2278	2986	2796	3563	2979.630477	11541.382	4	17
24reshenie.ru	643	12748	16249	3657	2523	4770	3001	3042.796297	19801.07792	5	17
24reshenie.ru	643	11890	14402	3614	2501	4589	3015	3452.005826	4389.900384	6	17
24saat.org	643	26591	2659	7525	459	8895	569	414.5988365	1352.593184	4	17
24sata.hr	643	36170	11343	14407	1639	17120	2852	2397.648799	53365.4004	4	17
24sata.hr	643	25640	8068	12352	2436	14708	2688	3361.171842	74009.23756	5	17
24sata.hr	643	13976	2697	7108	2042	7599	2369	2690.43131	35978.9639	6	17
24shop.by	643	509	2932	182	1897	201	1956	6681.55241	22896.22981	5	17
24shop.by	643	3489	6490	1862	3966	1954	4128	6219.386012	4158.703176	6	17
24tsag.mn	643	3526	1790	2066	720	2399	878	776.2966864	3491.702615	4	17
24tsag.mn	643	2987	1912	1657	799	1952	965	569.3757422	7737.622374	5	17
24tsag.mn	643	2127	898	893	460	1134	526	265.2818913	11944.5977	6	17
24tube.tv	643	25603	353401	7316	118367	7907	125042	151221.426	336240.8943	4	17
24tube.tv	643	26458	374900	8193	126495	8844	133843	164859.1964	380314.9363	5	17
24tube.tv	643	32463	409868	9557	142920	10374	151318	196330.105	512859.2294	6	17
24tv.pro	643	36112	73001	23786	37922	25423	41387	37388.49861	70194.97551	4	17
24tv.pro	643	36930	70859	24560	39203	26387	42794	40539.05742	95250.24384	5	17
24tv.pro	643	49764	74196	33019	41458	35874	45249	48759.52196	101416.8657	6	17
24tv.ua	643	861265	734541	336213	260963	389851	311992	252116.2005	415826.2023	4	17
25mb.ru	643	5577	9015	2626	6090	2697	6196	21878.65655	36673.22451	4	17
25mb.ru	643	1332	4175	1125	3206	1150	3251	16586.83254	30216.71214	5	17
25mb.ru	643	1205	2821	988	2197	1014	2215	4579.131026	9507.370842	6	17
26-3.ru	643	4289	70386	1063	16680	1249	32761	12076.92807	3775.842475	4	17
27.ua	643	5862	17002	2453	7053	2575	7487	10466.6559	14654.5326	4	17
27.ua	643	7549	16221	2760	6015	3054	6524	9133.008962	9589.721382	5	17
27.ua	643	15391	18177	3332	6764	3753	7355	13053.40614	12649.22551	6	17
28panfilovcev.com	643	1681	3180	1247	1894	1322	2117	6120.326127	8767.420038	4	17
2auto.su	643	36049	59232	22833	33392	23975	34670	43812.79572	33962.21385	4	17
2auto.su	643	28990	42604	18633	24983	19555	25996	35053.62376	39681.52192	5	17
2auto.su	643	25661	33195	16715	20274	17543	21170	31166.64883	25704.7308	6	17
2can.ru	643	26399	82435	7433	13743	10676	21293	23417.80254	19844.3596	4	17
2can.ru	643	24961	74248	7823	12424	10857	19377	23364.97068	37654.97543	5	17
2can.ru	643	14646	46507	4387	7519	6538	11293	23565.89691	39515.42006	6	17
2ch.hk	643	4078938	1.72E+07	713831	1624115	1145125	3569132	7763566.234	2291139.335	5	17
2do2go.ru	643	872019	697655	430795	262421	465543	284981	355073.4525	711902.0773	4	17
2do2go.ru	643	927672	714438	499077	294111	545026	318688	401645.0845	866676.3526	5	17
2do2go.ru	643	906868	657342	466318	259508	505227	279366	367720.211	834384.3718	6	17
2doc.by	643	626	578	356	241	401	275	112.6544013	5136.421314	4	17
2doc.by	643	645	601	409	222	433	248	194.8000596	2416.287632	5	17
2doc.by	643	647	555	345	214	374	243	267.2776788	5476.058159	6	17
2dvornika.ru	643	5512	10878	2948	4424	3177	4831	5202.862844	0	4	17
2dvornika.ru	643	6304	6167	3692	2626	4036	2829	3505.217526	30959.3263	5	17
2dvornika.ru	643	4926	11663	2224	3289	2445	3639	3891.132161	9855.325182	6	17
2eu.education	643	101	188	66	52	66	75	50.13843351	18921.51517	6	17
2eu.kiev.ua	643	1617	1518	1184	1200	1235	1234	1314.540169	3341.769444	4	17
2eu.kiev.ua	643	1504	1415	1152	1098	1213	1133	1238.513834	6236.353806	5	17
2eu.kiev.ua	643	1154	1169	885	883	933	899	996.5661811	7105.133868	6	17
2eu.work	643	182	113	86	55	91	58	121.4681381	1772.745277	4	17
2eu.work	643	401	268	149	103	158	107	50.91654355	2272.988819	5	17
2event.com	643	3074	5035	1055	1558	1120	1650	2044.216708	11308.71501	4	17
2event.com	643	3315	5766	1183	1877	1260	1956	2747.906984	725.9296446	5	17
2event.com	643	3927	5416	1367	1915	1423	1984	2942.349425	0	6	17
2exim.com	643	1961	3596	655	1605	690	1648	431.1397028	1752.284944	4	17
2fuck.com	643	109	1885	98	1829	107	1844	3650.466507	0	5	17
2fuck.com	643	76	1245	73	1237	74	1238	2431.028861	0	6	17
2gis.ae	643	1028	17997	475	4423	507	5104	6373.697842	12514.39791	5	17
2gis.ae	643	938	14932	446	4103	477	4714	6769.842027	9902.367315	6	17
2gis.com.cy	643	1492	9815	744	2978	833	3376	4621.751064	3954.297709	4	17
2gis.cz	643	1454	19001	611	3336	698	4149	6820.312754	7799.736568	4	17
2gis.cz	643	1267	17509	530	3341	611	4148	7360.085643	4050.893535	5	17
2gis.kg	643	3825	16819	1722	3845	1868	4603	3969.940968	6642.953377	4	17
2gis.kg	643	3532	17399	1490	3952	1614	4688	3738.531113	15103.4669	5	17
2gis.kg	643	3851	23535	1674	5176	1817	6332	5936.185874	33694.08236	6	17
2gis.kz	643	12552	125122	4470	22360	4846	28289	25650.906	17938.8199	4	17
2gis.kz	643	11761	141263	4725	25471	5044	32133	28522.64345	45255.39416	5	17
2gis.kz	643	12338	139135	5098	26907	5519	33319	29813.83209	26222.20219	6	17
2gis.ru	643	1.55E+07	7.51E+07	5445030	1.23E+07	6241483	1.65E+07	2.02E+07	2.01E+07	4	17
2gis.ru	643	1.57E+07	7.52E+07	5619428	1.27E+07	6422173	1.68E+07	2.08E+07	2.06E+07	5	17
2gis.ru	643	1.68E+07	7.40E+07	5884885	1.24E+07	6751643	1.64E+07	2.11E+07	2.16E+07	6	17
2heartsbeatas1.ru	643	18814	63242	5408	45320	5700	46999	11069.83089	29401.24971	4	17
2heartsbeatas1.ru	643	19866	11659	5551	1975	5857	2297	3133.63559	25075.49151	5	17
2heartsbeatas1.ru	643	22901	19443	6494	5609	6844	5841	4447.59642	19245.63329	6	17
2ji.pink	643	399	1046	62	161	66	193	837.5876865	4523.619406	5	17
2ji.pink	643	390	855	104	194	117	222	1090.414721	412.2922993	6	17
2k.ua	643	221	305	135	142	140	154	1844.476176	12701.20808	4	17
2k.ua	643	246	235	139	146	147	155	1736.742374	1748.871232	5	17
2k.ua	643	152	285	87	137	87	140	1701.940047	13399.66087	6	17
2m.ma	643	1872	3102	634	341	753	419	141.0564279	3566.443227	4	17
2m.ma	643	3938	5046	570	862	778	1119	325.3538373	26308.00695	5	17
2m.ma	643	27464	87935	2099	3480	3680	6505	2086.723053	129685.3662	6	17
2mm.ru	643	330214	105140	244337	70914	267157	76002	78525.91856	384957.2341	4	17
2mm.ru	643	303337	93657	225038	64918	245624	69213	72779.62693	316784.3068	5	17
2mm.ru	643	264365	77496	196157	52948	213516	56518	60115.71068	332075.7852	6	17
2nails.ru	643	38629	13443	8060	3943	8694	4128	4433.664623	12625.49395	5	17
2nails.ru	643	54158	22287	12286	5840	13225	6085	6526.11619	38761.66215	6	17
2plus2.ua	643	8220	10949	3820	5637	4918	6604	7095.987792	6166.541182	4	17
2shared.com	643	1813	17071	846	7287	873	7521	15650.66599	4792.523228	4	17
2shared.com	643	1910	17205	937	7573	960	7812	15989.32497	6198.163963	5	17
2uber.ru	643	4738	2755	3353	1705	3604	1828	3408.78112	4541.111684	5	17
2uber.ru	643	4494	2642	3235	1654	3486	1751	2989.168312	3031.924081	6	17
2vesla.ru	643	21733	31591	4634	5725	5180	6652	7719.830407	10298.63555	4	17
2vesla.ru	643	17934	26056	3834	4869	4362	5702	5417.685774	7397.333934	5	17
2vesla.ru	643	21047	31570	4285	5288	4894	6236	6634.717305	10943.18944	6	17
2xu-russia.ru	643	43999	46948	11571	8287	12753	9707	10097.55046	7883.492385	5	17
2xu-russia.ru	643	37208	40419	8992	7543	10079	8799	8408.861136	34537.42873	6	17
2xu.com	643	2844	3413	663	599	810	761	1264.218492	5832.551281	6	17
2y.by	643	4427	8524	2840	4982	3020	5148	5363.1094	8386.514338	4	17
2y.by	643	3973	7403	2551	4262	2717	4447	4729.625872	631.9618031	5	17
2y.by	643	5897	10289	3991	6057	4195	6258	6169.791454	25905.22814	6	17
2ytravel.ru	643	6915	3657	4421	2103	4664	2203	2510.406492	12197.85926	4	17
2ytravel.ru	643	7460	4534	4964	2465	5211	2588	3422.91622	15898.70275	5	17
2ytravel.ru	643	9262	4951	5979	2715	6334	2859	4148.398762	15064.5603	6	17
3332222.ru	643	662203	768896	47326	38443	58518	50803	66666.88563	83788.27713	5	17
3332222.ru	643	714791	780615	48106	38671	60585	50239	78570.82811	73396.16401	6	17
33korovy.com.ua	643	660	1443	509	1059	516	1097	717.2382529	3226.581119	5	17
33korovy.com.ua	643	782	1184	520	838	532	871	880.5183059	2917.56107	6	17
33korovy.in.ua	643	1498	3239	774	1690	810	1738	1892.364524	2883.824285	5	17
33korovy.in.ua	643	1061	1861	718	1376	755	1414	1189.461869	6146.994146	6	17
33urista.ru	643	43723	46736	29535	33934	31330	35605	39604.34394	42287.56895	5	17
33urista.ru	643	38936	44235	26468	28078	28049	29521	32829.95366	62515.80463	6	17
35awards.com	643	91162	499088	12985	38083	19543	64146	108831.5662	50978.12439	4	17
35awards.com	643	177217	986609	24587	50530	35366	86967	144192.7036	53864.14195	5	17
35awards.com	643	169405	854161	17223	41734	26751	73902	136021.7099	80948.7073	6	17
35photo.ru	643	241051	1703552	39553	120205	56889	220647	356545.3269	102478.9467	4	17
35photo.ru	643	224220	1591696	32430	111234	49488	203829	345174.5723	107360.4303	5	17
35photo.ru	643	223704	1512839	32915	104838	49801	191081	350674.4272	92832.58245	6	17
360.co.il	643	3735	279	1528	127	1857	127	42.41814001	0	4	17
360.co.il	643	3985	290	1187	144	1641	144	39.5851311	0	5	17
360dx.com	643	767	412	500	304	521	317	203.7888413	1888.694775	4	17
360tv.ru	643	4208562	5726702	1615429	2087117	1761525	2300540	2240160.808	1521984.959	4	17
360tv.ru	643	3386466	4539980	2270795	2920270	2464808	3190619	3878055.092	1704016.753	5	17
360tv.ru	643	3796188	6143865	2738998	4198653	3014378	4845638	5778091.61	2706599.658	6	17
3630363.ru	643	55494	55972	29225	25969	31438	28786	24993.39833	43062.46026	4	17
3630363.ru	643	53214	56273	28156	25113	30368	27854	24666.62942	46334.01452	5	17
3630363.ru	643	50583	52864	26517	23187	28511	25736	24909.08498	47413.39499	6	17
3652.ru	643	95567	159095	34516	109861	44467	114716	54397.77535	149948.1105	4	17
3652.ru	643	86562	155510	30941	104980	39905	110994	60028.53048	150135.2674	5	17
3652.ru	643	80937	136316	28855	99200	36483	103961	47563.09522	110510.1377	6	17
3654.ru	643	29170	29484	9406	11033	11754	12343	12786.12744	22949.11843	4	17
3654.ru	643	27355	27939	9687	11065	11559	12261	13791.24201	28051.07552	5	17
3654.ru	643	22949	20779	9259	8209	10348	9216	13020.14648	22625.13479	6	17
365games.co.uk	643	4004	11078	437	1107	588	1534	5477.374563	0	5	17
365games.co.uk	643	3828	14448	384	1323	510	1917	6330.966275	0	6	17
365greetings.com	643	5	32	1	10	1	12	625.2887984	3872.968273	5	17
365info.kz	643	218725	183423	162931	142316	176181	152046	302248.8079	113051.3051	4	17
365info.kz	643	188557	184202	142637	147036	152794	157168	325579.2002	134356.3853	5	17
365info.kz	643	221840	193812	167884	155197	181699	166595	326655.5094	121561.92	6	17
365info.tv	643	6	14	6	14	6	14	18.85595276	4308.742831	5	17
36go.ru	643	5160	8062	3476	5038	3687	5285	5430.324838	6483.633387	5	17
36go.ru	643	4683	7482	3080	4364	3256	4576	4457.161337	3279.644453	6	17
36trest.ru	643	9931	31851	2870	8485	3260	9428	4785.500795	7188.730774	4	17
37.ru	643	53825	64134	33631	30806	35816	33768	41911.93445	68562.68367	4	17
37.ru	643	51393	67512	31491	33738	33642	36859	46470.63487	61363.46596	5	17
37.ru	643	48269	61385	28809	28200	30988	31091	41699.20503	98532.1938	6	17
3avape.com	643	6349	13117	1122	2548	1320	3004	8897.641458	5558.079775	5	17
3avape.com	643	5870	12799	1208	2344	1362	2772	9960.81692	0	6	17
3bears.com.ua	643	41	166	18	32	19	33	16.70681658	2721.895706	5	17
3bears.com.ua	643	149	150	78	57	79	59	72.99335274	289.2227923	6	17
3bogatirya.ru	643	5302	4929	3737	2656	4168	2768	5827.616037	43711.01269	4	17
3bogatirya.ru	643	4630	3205	3438	1960	3720	2014	4493.64202	24034.95835	5	17
3bogatirya.ru	643	4158	2684	2869	1670	3171	1723	3147.791204	34505.79483	6	17
3cm.com.ua	643	26	125	12	89	12	90	18.91159236	0	5	17
3d-expo.ru	643	2370	6339	1503	3862	1641	4188	8964.13265	11142.07716	4	17
3d-expo.ru	643	1831	5489	1182	3245	1269	3572	7640.835552	0	5	17
3d-finder.com	643	60	293	46	235	47	241	614.0950243	3482.96273	4	17
3d-ruchki-original.ru	643	3049	3256	2388	2665	2600	2877	3481.742327	17176.14221	4	17
3d-ruchki-original.ru	643	2635	3133	1996	2505	2312	2765	4101.317793	14145.24362	5	17
3d-sauna.ru	643	25524	44564	6448	9289	7047	10435	12160.23431	13910.32454	5	17
3d-sauna.ru	643	22219	41738	5580	8835	6191	9904	11814.51938	8336.854871	6	17
3dartistonline.com	643	498	5434	270	2115	333	3196	13691.29884	9427.525448	4	17
3dartistonline.com	643	499	5438	325	2296	376	3244	13630.22316	403.9593261	5	17
3dcontentcentral.com	643	1290	179574	202	29263	232	33747	30491.89953	0	4	17
3dcontentcentral.com	643	964	143216	196	17546	239	22214	30612.65082	0	5	17
3dcontentcentral.com	643	1450	108129	222	9493	281	13835	30430.02545	0	6	17
3delectronics.ru	643	14507	63639	2948	11735	3530	14325	27507.98495	24197.44835	6	17
3dmax-online.ru	643	1802	9995	885	4484	976	5285	11705.91824	7738.954266	4	17
3dmax-online.ru	643	1561	8505	819	4109	911	4797	10930.92226	264.5271044	5	17
3dnews.ru	643	1777375	3787173	1800	900	1526320	3254635	6481001.166	2503410.214	4	17
3dnews.ru	643	1722954	3628898	554423	880896	1503891	3125241	6620062.011	2255242.402	5	17
3dnews.ru	643	1775085	3608789	580020	911945	1544425	3130130	6889168.578	2181966.021	6	17
3docean.net	643	1915	41183	568	6365	700	9385	29881.15143	13553.4246	4	17
3docean.net	643	3204	41814	533	6231	747	8934	29511.25027	576.0303014	5	17
3docean.net	643	2873	38349	579	5939	780	8203	29768.28092	21438.89497	6	17
